nps_score	checkin_date	checkout_date	created_at	source	order_id	hotel_name	pod_type	nps_review	nps_review_en
8	2023-05-29 0:00:00	2023-05-30 0:00:00	2023-06-05 22:00:52	iOS	10211685340851486	Bobobox Alun-Alun Malang	Earth Single	Kamarnya bersih, sleeping quality oke, hanya saja kurang di sandalnya. Sandalnya atasnya itu terlalu lemes seperti kain, jadi ketika mau digunakan agak effort. Mungkin bisa diganti dengan bahan yang lebih kaku agar lebih mudah untuk digunakan.	The room is clean, Sleeping Quality is okay, it's just less on the sandals. The top of the top is too weak like a cloth, so when you want to use it rather effort. Maybe it can be replaced with a more rigid material to make it easier to use.
10	2023-05-08 0:00:00	2023-05-09 0:00:00	2023-06-05 21:50:20	iOS	10211683533345204	Bobobox Alun-Alun Malang	Sky Single	Thank you 	Thank you 
9	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 21:15:56	Android	10081684675315492	Bobobox Kota Tua	SKY DOUBLE	Seruuu Bangetttt	Exciting really
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 16:43:31	Android	10121685794532147	Bobobox Juanda Jakarta	EARTH DOUBLE	Nyaman	Comfortable
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 12:48:43	iOS	10091685353305728	Bobobox Kota Lama	Sky Single	Service memuaskan , petugas ramah Hanya saja lorong terlalu gelap	Satisfying service, friendly officer It's just that the hallway is too dark
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 12:14:16	iOS	10061685847089440	Bobobox Kebayoran Baru	Sky Single	Mantap	Stable
10	2023-05-24 0:00:00	2023-05-26 0:00:00	2023-06-05 12:06:09	Android	10201684729471475	Bobocabin Signature Toba	DELUXE CABIN	Good	Good
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-05 11:33:48	iOS	10021685625078539	Bobobox Cipaganti	Sky Double	good	good
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-05 10:59:31	iOS	10211684650677810	Bobobox Alun-Alun Malang	Earth Single	have a good sleep here for one night, with extra clean all facilities, like it thanks!	have a good sleep here for one night, with extra clean all facilities, like it thanks!
8	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-05 10:23:16	Android	10071685462729816	Bobobox Alun-Alun Bandung	EARTH DOUBLE	Mohon agar tamu yang akan menginap dilayani terlebih dahulu meskipun tamu masuk pods saat jam check in. Jangan semua tamu dilayani menjelang waktu check in karena antrian jadi mengular. Terutama bila long weekend.   Selebihnya pelayanan oke.	Please that guests who will stay overnight first even though guests enter the Pods when checking in. Do not all guests are served ahead of the check -in time because the queue is snaking. Especially when long weekend.  The rest is okay service.
10	2023-06-01 0:00:00	2023-06-02 0:00:00	2023-06-05 10:19:26	Android	10181685510931137	Bobobox Mega Bekasi	EARTH DOUBLE	Tenang	Calm
9	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-05 10:19:02	iOS	10331685623315593	Bobocabin Ubud	Deluxe Cabin	Tempatnya sangat tenang dan nyaman, merasa lebih grounding dengan alam karna berada di tengah alam dan jauh dari keramaian  Sangat cocok untuk yang mau healing disini! Semua fasilitas tersedia sangat lengkap dan cepat. Yoga disini jga sangat mindfulness karna dan memiliki sensasi berbeda dari tempat lain. Terbaik!!!  	The place is very calm and comfortable, feeling more grounding with nature because it is in the middle of nature and far from the crowd It is suitable for those who want healing here! All facilities are available very complete and fast. Yoga here is also very mindfulness because it has a different sensation from other places. Best!!! 
9	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 10:18:49	Android	10181685707508238	Bobobox Mega Bekasi	SKY DOUBLE	Mantap deh...gak bising	Great ... no noise
7	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 7:13:15	Android	10181685867563867	Bobobox Mega Bekasi	EARTH DOUBLE	nothing smoking room	nothing smoking room
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 6:59:08	Android	10081685856130216	Bobobox Kota Tua	EARTH DOUBLE	Good	Good
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 5:43:28	Android	10091685873845645	Bobobox Kota Lama	SKY DOUBLE	hair dryer ruangan kiri kamar mandi pria tidak berfungsi	Hair Dryer Left Room Men's bathroom does not work
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 5:32:34	Android	10141685908915419	Bobobox Slamet Riyadi Solo	SKY SINGLE	Good jobs	Good jobs
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 5:20:35	iOS	10001685844728618	Bobobox Paskal	Earth Double	Nice	Nice
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 5:06:13	Android	10261685692739993	Bobocabin Baturraden	DELUXE CABIN	THE BEST FOR OUR HONEYMOON! <3	THE BEST FOR OUR HONEYMOON! <3
9	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:58:50	Android	10121685876111146	Bobobox Juanda Jakarta	EARTH SINGLE	Air panasnya kurang panas	The hot water is less hot
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:55:32	Android	10271683458570266	Bobocabin Padusan	DELUXE CABIN	Really love this place. We'll back again, soon.	Really love this place. We'll back again, soon.
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:54:59	iOS	10271685269401321	Bobocabin Padusan	Deluxe Cabin	Suka banget, pengalaman staycation unik, semoga bisa balik lagi, kebersihan kamar bagus.	I really like it, a unique staycation experience, hopefully it can come back again, the cleanliness of the room is good.
9	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:51:30	Android	10111685891861147	Bobobox Tanah Abang	SKY DOUBLE	Tisu sering ilang keknga ditoilet, harus sering dikontrol	Tissue often disappears to the toilet, must be controlled often
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:49:19	Android	10221685851553986	Bobobox ITC Kuningan	SKY SINGLE	Excellent!	Excellent!
10	2023-06-02 0:00:00	2023-06-05 0:00:00	2023-06-05 4:48:20	Android	10201684401670380	Bobocabin Signature Toba	DELUXE CABIN	An amazing experience!	An amazing experience!
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:47:47	iOS	10091685344368957	Bobobox Kota Lama	Sky Single	Good	Good
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:44:53	Android	10091685864013462	Bobobox Kota Lama	EARTH DOUBLE	Nice	Nice
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:32:31	iOS	10241685329474801	Bobocabin Puncak Gunung Mas	Deluxe Cabin	Good experience thankyouuu bobo cabin 	Good experience thankyouuu bobo cabin 
10	2023-06-01 0:00:00	2023-06-05 0:00:00	2023-06-05 4:31:13	iOS	10111685244978123	Bobobox Tanah Abang	Sky Single	The bestlah 	The best
8	2023-06-03 0:00:00	2023-06-05 0:00:00	2023-06-05 4:30:02	Android	10091685780991695	Bobobox Kota Lama	EARTH DOUBLE	Yg bawah kesengeran berisik yg atas	Lower -blooded
5	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:25:42	iOS	10061685837160779	Bobobox Kebayoran Baru	Earth Double	Stayed at POD 72 (3rd floor), AC not cold enough even already fully opened, there are some ants inside pod, bed cover was not really clean and makes skin itchy. 	Stayed at POD 72 (3rd floor), AC not cold enough even already fully opened, there are some ants inside pod, bed cover was not really clean and makes skin itchy. 
7	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-05 4:18:42	Android	10251684481877755	Bobocabin Coban Rondo Malang	DELUXE CABIN WITH VIEW	Kasur terlalu kesar dan air panas terlalu sedikit untuk 2 orang. Tidak ada shuttle karena info dr staf mobil shuttle sedang rusak, sehingga untuk menuju tempat parkir harus menggunakan motor dari satpam yang bertugas. Tapi selain itu untuk kebersihan sudah baik, dan pemandangan indah, dapur umum bersih dan lumayan lengkap	The mattress is too late and too little hot water for 2 people. There is no shuttle because the info from the shuttle car staff is being damaged, so to get to the parking lot must use a motorcycle from the security guard on duty. But besides that for cleanliness is good, and beautiful views, public kitchens are clean and quite complete
9	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:06:58	Android	10191684666414309	Bobocabin Cikole	STANDARD CABIN	Didnt know theres no bathroom ini the standard room. And there's a parking fee on top of all of this	Didnt know theres no bathroom ini the standard room. And there's a parking fee on top of all of this
9	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:06:25	Android	10191685016635818	Bobocabin Cikole	STANDARD CABIN	Didnt know theres no bathroom ini the standard room. And there's a parking fee on top of all of this	Didnt know theres no bathroom ini the standard room. And there's a parking fee on top of all of this
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 4:04:19	iOS	10201685513428297	Bobocabin Signature Toba	Deluxe Cabin	Untuk view cabin 6 gak ada view harga nya boleh sedikit lebih murah	For view cabin 6 there is no view price may be a little cheaper
8	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 3:40:53	Android	10171685803791323	Bobocabin Ranca Upas	STANDARD CABIN	posisi toilet baiknya perempuan dulu karena kalau di pojokan agak takut	The position of the toilet is a good woman first because in the corner a little scared
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-05 3:13:44	iOS	10171684667417320	Bobocabin Ranca Upas	Standard Cabin	Views are amazing!	Views are amazing!
9	2023-06-03 23:00:00	2023-06-04 23:00:00	2023-06-05 3:08:33	iOS	10231685022215579	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	great view!	great view!
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 3:05:47	Android	10351684146337721	Bobocabin Madasari Pangandaran	DELUXE CABIN	Saran mungkin untuk sami2 tidak ada minimal pembelian . Terimakasih 🙏	Suggestions Maybe for sami2 there is no minimum purchase. Thank you 🙏
8	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 2:50:20	iOS	10191685548034949	Bobocabin Cikole	Executive Cabin	Was fun	Was fun
9	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 2:48:27	Android	10261685870717336	Bobocabin Baturraden	DELUXE CABIN	Bagus suasana hutan	Good forest atmosphere
10	2023-06-03 23:00:00	2023-06-04 23:00:00	2023-06-05 2:21:28	iOS	10231682483103991	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	Nyaman banget, fasilitas dan servisnya bagus di tambah viewnya luar biasa. 	Very comfortable, the facilities and services are good plus the view is amazing.
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 2:14:35	Android	10261685860166465	Bobocabin Baturraden	DELUXE CABIN	Seru banget !	Very exciting!
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 1:28:17	Android	10091685653489958	Bobobox Kota Lama	SKY DOUBLE	Menyenangkan disini terimakasih	Fun here thank you
10	2023-06-04 0:00:00	2023-06-05 0:00:00	2023-06-05 0:54:48	Android	10111685849114715	Bobobox Tanah Abang	EARTH DOUBLE	Like Room	Like Room
8	2023-06-02 0:00:00	2023-06-04 0:00:00	2023-06-05 0:52:15	Android	10261685428347474	Bobocabin Baturraden	EXECUTIVE CABIN	Host service kurang tanggap terhadap request tamu,mgkn kekurangan karyawan dihari hari libur	Host Service is less responsive to guest requests, MGKN lacks employees on holidays
7	2023-06-03 0:00:00	2023-06-05 0:00:00	2023-06-05 0:45:19	Android	10131685407477926	Bobobox Malioboro	SKY DOUBLE	Agak kecewa pada saat mau cek in aja sih pesen 2 kamar dari jauh² hari malah baru ready 1 kamar, dan harus nunggu pula 1 jam. selebihnya aman fasilitas enak tempat tidurnya nyaman.	It's a bit disappointed when I want to check this, just order 2 rooms from far away, but just ready 1 room, and must also wait for 1 hour. The rest is safe, the facilities are comfortable, the bed is comfortable.
8	2023-06-03 0:00:00	2023-06-05 0:00:00	2023-06-05 0:45:15	Android	10131685407477926	Bobobox Malioboro	SKY DOUBLE	Untuk manajemen kesiapan kamarnya harus lebih diperhatikan lagi yah agar ketika sudah waktunya checkin kamar sudah tersedia sesuai jumlah yang sudah dibooking hari sebelum2nya, overall fasilitas dan kamarnya bagus dan cukup nyaman dan sangat strategis, thank you 👍	For the management of the room's readiness, it must be even more attention so that when it is time to check the room, it is available according to the amount that was booked before, overall the facilities and the rooms are good and quite comfortable and very strategic, thank you 👍
10	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-04 18:21:48	Android	10081685625107468	Bobobox Kota Tua	EARTH SINGLE	good service from staff receptionist mr ridwan	good service from staff receptionist mr ridwan
9	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-04 16:41:57	iOS	10001685633859504	Bobobox Paskal	Sky Double	nyaman	comfortable
10	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-04 15:03:15	iOS	10171683473535872	Bobocabin Ranca Upas	Standard Cabin	SUPERR GEWD!!!	SUPERR GEWD!!!
8	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 14:53:25	Android	10041685772496957	Bobobox Pancoran	EARTH DOUBLE	There was some spots on linen, but then the staff changes it as per my request	There was some spots on linen, but then the staff changes it as per my request
8	2023-05-11 0:00:00	2023-05-12 0:00:00	2023-06-04 14:05:58	Android	10031683705012174	Bobobox Dago	SKY DOUBLE	very comfortable, but the noise from the pods next door is quite annoying.	very comfortable, but the noise from the pods next door is quite annoying.
9	2023-06-01 0:00:00	2023-06-04 0:00:00	2023-06-04 13:52:05	Android	10021684971049572	Bobobox Cipaganti	EARTH DOUBLE	Good experience	Good experience
8	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 12:03:15	Android	10081685728377422	Bobobox Kota Tua	EARTH DOUBLE	Kurang dingin ac nya	Less cold air conditioner
10	2023-05-31 0:00:00	2023-06-01 0:00:00	2023-06-04 10:23:44	iOS	10071685536950480	Bobobox Alun-Alun Bandung	Sky Double	mantap jawa	Great Java
8	2023-05-24 0:00:00	2023-05-25 0:00:00	2023-06-04 9:48:21	iOS	10251684804704828	Bobocabin Coban Rondo Malang	Deluxe Cabin with View	I hope you could improve the bed quality to become more soft and it will be better if you provide some bugs/mosquito repellent or lotion	I hope you could improve the bed quality to become more soft and it will be better if you provide some bugs/mosquito repellent or lotion
10	2023-05-06 0:00:00	2023-05-07 0:00:00	2023-06-04 9:41:41	Android	10211683214237557	Bobobox Alun-Alun Malang	EARTH DOUBLE	Nyaman banget kalo mau nenangin diri di bobobox 🥺	Very comfortable if you want to calm down in Bobobox 🥺
9	2023-06-01 0:00:00	2023-06-03 0:00:00	2023-06-04 6:49:36	iOS	10071685506722258	Bobobox Alun-Alun Bandung	Earth Double	Plisss ini recomenndeeddd bgttt tapi cuma 1 yg bikin kurang yaitu TEMPAT PARKIRNYA JAUH BGTT :)	Plisss is a recommendeddddddddddddddddddddddddddd
9	2023-06-02 0:00:00	2023-06-04 0:00:00	2023-06-04 6:02:28	Android	10061685687203276	Bobobox Kebayoran Baru	SKY DOUBLE	Tempat strategis di ares blok m dan panglima polim, destinasi kuliner dan banyak tempat kongkow... bwt stay istirahat fi kamar pods aja maupun kerja pun enak, wifi ny kenceng	Strategic places at Ares Blok M and Panglima Polim, Culinary Destinations and many places of hangout ... bwt stay resting fi room pods and work is delicious, wifi ny kenceng
10	2023-06-02 0:00:00	2023-06-04 0:00:00	2023-06-04 5:20:13	Android	10061685634087331	Bobobox Kebayoran Baru	EARTH DOUBLE	It was good!	It was good!
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 5:18:56	iOS	10121685706988289	Bobobox Juanda Jakarta	Earth Double	semoga disediain tissu di area komunal pasti customer yg nginep membutuhkan!!! Hehe	Hopefully a tissue in the communal area will definitely be customers who stay in need !!! Haha
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 5:15:22	Android	10241685111286916	Bobocabin Puncak Gunung Mas	EXECUTIVE CABIN	Really enjoyed how comfortable the family cabin is, the bead is very wide and quite comfortable. The porch is big too.  The only problem I've encountered was how there's a gap in the shower booth's door and the water leaked out, and there's no drainage for the water to go to.	Really enjoyed how comfortable the family cabin is, the bead is very wide and quite comfortable. The porch is big too.  The only problem I've encountered was how there's a gap in the shower booth's door and the water leaked out, and there's no drainage for the water to go to.
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 5:08:18	iOS	10251685353275730	Bobocabin Coban Rondo Malang	Deluxe Cabin with View	Would love to comeback. Udh dua kali kesini :)	Would love to comeback. I have been here twice :)
7	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 5:04:21	Android	10041685628101609	Bobobox Pancoran	EARTH DOUBLE	Privasi	Privacy
9	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 5:02:44	Android	10271685344173163	Bobocabin Padusan	DELUXE CABIN	Nice stay with amazing view	Nice stay with amazing view
5	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:59:55	iOS	10181685781659947	Bobobox Mega Bekasi	Earth Double	katanya ada bonavie ternyata kosong gada, cuma box wadah nya aja 	he said there was a bonavie turned out to be empty, only the container box
8	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:56:46	Android	10271685196569356	Bobocabin Padusan	DELUXE CABIN	Air panas kurang	Hot water is lacking
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:52:22	Android	10241684997886692	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Good	Good
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:39:07	Android	10061685696685543	Bobobox Kebayoran Baru	EARTH DOUBLE	Bisa early check in thank you	Bisa early check in thank you
8	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:38:17	Android	10181685777117729	Bobobox Mega Bekasi	EARTH DOUBLE	Kamar mandinya licin banget	The bathroom is very slippery
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:37:00	Android	10121685766498202	Bobobox Juanda Jakarta	SKY DOUBLE	mantab	mantab
7	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:34:19	Android	10001685714231760	Bobobox Paskal	SKY DOUBLE	The price went up almost double in a year..	The price went up almost double in a year..
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:33:11	iOS	10131685537244448	Bobobox Malioboro	Sky Double	it was nice stay	it was nice stay
8	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:32:43	iOS	10181685729502459	Bobobox Mega Bekasi	Earth Double	Kalo tengah malem staff nya jgn rapihin kamar soalnya agak. Berisik	If the staff is night, don't neat the room, the room is a bit. Noisy
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:32:31	Android	10111685807950341	Bobobox Tanah Abang	SKY DOUBLE	Sangat bagus untuk lamar dan pelayanannya	Very good for applying and service
7	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:31:16	iOS	10181685811512840	Bobobox Mega Bekasi	Earth Single	Semua okay. Yang perlu diperbaiki, tirai tidak bisa tertutup rapat dan lampu ada yang masih menyala walau sudah tekan tombol OFF, di Pod 70. Terima kasih.	All okay. What needs to be fixed, the curtain cannot be closed tightly and there are lights that are still on even though they have pressed the off button, on POD 70. Thank You.
8	2023-06-02 0:00:00	2023-06-04 0:00:00	2023-06-04 4:29:47	Android	10061685455776327	Bobobox Kebayoran Baru	EARTH DOUBLE	saran untuk kebersihan nya bisa lebih ditingkatkan lagi. contohnya di toilet dan lorong pod. di toilet banyak rambut dan sampah" plastik. dan di lorong kurang bersih karena mungkin tidak disapu/divacum. jadi mungkin bisa setiap hari dibersihkan ya kak. terimakasih overall 8/10	Suggestions for cleanliness can be further enhanced. For example in the toilet and hallway pod. In the toilet a lot of hair and rubbish "plastic. And in the hallway it is less clean because it may not be swept/divacum. So maybe it can be cleaned every day, sis. Thank You Overall 8/10
9	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:29:41	Android	10111685804949216	Bobobox Tanah Abang	SKY SINGLE	Good	Good
7	2023-06-01 0:00:00	2023-06-04 0:00:00	2023-06-04 4:23:55	Android	10001683642337334	Bobobox Paskal	SKY DOUBLE	Mohon infonya apakah ada pods headset wireless di kamar 01 ketinggalan? Merek vivo	Please info Is there a wireless pods headset in room 01 left? Vivo brand
8	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:18:52	Android	10091685776244541	Bobobox Kota Lama	SKY DOUBLE	Nice	Nice
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:18:41	iOS	10061685751356024	Bobobox Kebayoran Baru	Earth Single	Semuanya bagus. Kamar bagus, toilet bersih, staffnya ramah dan sigap banget. Terimakasih banyak kakk room earthnya favorit banget!!	Everything is good. Good room, clean toilet, staff are friendly and very alert. Thank you a lot, Kakk Room Earth is very favorite !!
8	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:16:39	Android	10171684415073237	Bobocabin Ranca Upas	STANDARD CABIN	Nyaman si dg view alam.. tp Lampu jln akses dr cabin sy ke toilet mati pas mlm. Jd sy kesulitan ke toilet di mlm hr posisi di atas jam 11 mlm. Mkn dan mnm keg variatif. Mungkin bs ditambah menuny.. dan harga yg lbh terjangkau	Comfortable with natural view .. but the lamp is accessing from the cabin sy to the toilet dead when MLM. So I have difficulty going to the toilet in MLM HR position above 11 mlm. MKN and MNM Keg varied. Maybe it can be added ... and the price is more affordable
6	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:13:01	iOS	10061685677455288	Bobobox Kebayoran Baru	Sky Single	perlu ada tindakan tegas untuk beberapa customer yang agaknya cukup mengabaikan ketentuan sebagaimana yang sudah dijelaskan pada saat check in.   untuk pelayanan petugas so far pretty well. keep improving. thanks	There needs to be decisive action for some customers who seem to be enough to ignore the provisions as explained when checking in.  For the service of So Far Pretty well officers. keep improving. Thanks
3	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-04 4:12:14	iOS	10271685446291606	Bobocabin Padusan	Deluxe Cabin	pelayanan check in pada bobo kabin sangat mengecewakan, sya datang sebelum pukul 14:00 berharab pukul 14:00 dapat checkin namun saya baru dapat checkin pukul 14:40 dengan alasan kamar masih dibersihkan/dibereskan. kemudian checkout pukl 12:00, jadi rugi di kami berati. semoga servicenya semakin diperbaiki.  Kamar mandi tidak ada blower, sehingga agak pengap.	The check -in service at the cabin bobo is very disappointing, I came before 14:00 with 14:00 I got to check but I only got to check at 14:40 on the grounds that the room was still cleaned/cleaned. Then checkout PUKL 12:00, so we lose. Hopefully the service will be improved.  The bathroom has no blower, so it is rather stuffy.
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 4:09:52	Android	10121685776187298	Bobobox Juanda Jakarta	SKY DOUBLE	Good job	Good job
8	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 3:59:27	Android	10261683785379235	Bobocabin Baturraden	DELUXE CABIN	Pls wifi nya ga connect blas	Pls wifi nya ga connect blas
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 3:43:04	Android	10091685442635465	Bobobox Kota Lama	SKY SINGLE	Untuk traveller, fasilitas nya oke bangets	For travelers, the facilities are really good
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 3:37:42	Android	10271682247105702	Bobocabin Padusan	EXECUTIVE CABIN	Hostnya baik bgtt, minta apa aja dikasih, padahal takut mas2nya ngos2an soalnya jauh bgt tangganya😭  bbq an nya juga enak.. alatnya lengkap.. fasilitas jg lengkap.. bersih juga kamarnya.. thank youu happy bgt disini sm keluarga🤍	The host is very good, ask for anything to be given, even though I'm afraid the mas2 is not really far away, the BBQ is also delicious ... the tools are complete ... complete facilities ... clean the rooms ... thank you, you are happy here
8	2023-06-02 0:00:00	2023-06-03 0:00:00	2023-06-04 3:37:05	Android	10061685723360441	Bobobox Kebayoran Baru	EARTH DOUBLE	Pertama kali nginep di sini. Overall hampir semua bagus, tp kurang di sprei nya agak ngeres yaa. Next di bersihkan dlu yaaa . Untuk hair dryer nya tlong di cek yaa, di toilet lantai 2 hair dryer nya mati.  Dan untuk mesin kopi yang di lobby, lebih baik di benerin atau skalian gak usah ada aja. Masa pesan kopi dkit bgt kopinya kaya orang minta. Thankyou	The first time you stay here. Overall almost everything is good, but not in the bed linen a bit nagging huh. Next, clean it. For the hair dryer, I checked, in the 2nd floor toilet the hair dryer died. And for coffee machines in the lobby, it's better to be correct or no need to exist. The order period for coffee is really like the coffee is like a person asking. Thanksyou
10	2023-06-02 0:00:00	2023-06-04 0:00:00	2023-06-04 3:36:33	iOS	10181685650265542	Bobobox Mega Bekasi	Sky Single	Good	Good
7	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 3:36:28	iOS	10171685347561359	Bobocabin Ranca Upas	Standard Cabin	bbq and steamboat are not available	bbq and steamboat are not available
8	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 3:21:30	Android	10071685679414024	Bobobox Alun-Alun Bandung	EARTH DOUBLE	Tolong diperbaiki toilet wanita, karena hanya berfungsi 2 saja.	Please improve the female toilet, because it only functions 2.
9	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 3:19:10	Android	10001685529958839	Bobobox Paskal	SKY DOUBLE	Ruangan dan fasilitas mandinya bersih. Air conditionernya kurang dingin, tapi masih nyaman	The room and the bath facility are clean. The air conditioner is not cold, but still comfortable
9	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 3:15:40	Android	10121685780478071	Bobobox Juanda Jakarta	EARTH SINGLE	Nicee	Nicee
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 3:09:07	Android	10111685760689245	Bobobox Tanah Abang	SKY DOUBLE	Good service	Good service
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 3:06:23	iOS	10041685763067359	Bobobox Pancoran	Earth Single	excellent 	excellent 
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 2:59:46	Android	10241683948322647	Bobocabin Puncak Gunung Mas	EXECUTIVE CABIN	Jalan nya aja yg di perbaiki utk naik mobil nya	The road is fixed to ride the car
9	2023-06-02 23:00:00	2023-06-03 23:00:00	2023-06-04 2:47:40	iOS	10331683017756825	Bobocabin Ubud	Deluxe Cabin	Keep it Up	Keep it Up
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 2:44:13	iOS	10251683532810543	Bobocabin Coban Rondo Malang	Deluxe Cabin with View	Mungkin bole lebih di bersihkan lg untuk jendela jendelanya	Maybe the bole is more clean again for the window window
9	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 2:20:30	Android	10231684596517518	Bobocabin Kintamani 	DELUXE CABIN	Accessibility still need more work. Hard to get here and the track is small and bad. But the experience is very nice	Accessibility still need more work. Hard to get here and the track is small and bad. But the experience is very nice
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 2:16:31	Android	10231684565927246	Bobocabin Kintamani 	DELUXE CABIN	Nive place for healing	Nive place for healing
9	2023-06-02 23:00:00	2023-06-03 23:00:00	2023-06-04 2:09:24	iOS	10231683128257791	Bobocabin Kintamani 	Deluxe Cabin	Good view.. bobonyaman..	Good view.. bobonyaman..
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 2:07:18	iOS	10031685763330892	Bobobox Dago	Earth Double	good	good
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 2:01:01	iOS	10061685791110267	Bobobox Kebayoran Baru	Earth Double	Good 	Good 
10	2023-06-03 0:00:00	2023-06-04 0:00:00	2023-06-04 1:29:21	iOS	10131685459733996	Bobobox Malioboro	Sky Double	kamar mandinya harusnya lebih diperbaikii, tapi untuk pertama kali. ini enak banget asli	The bathroom should be repaired, but for the first time. This is really delicious
