source,review_id,user_name,review_title,review_description,review_description_en,rating,thumbs_up,review_date,review_sentiment
Google Play,97032f1d-a164-440f-9def-2c888daf78de,Ricky Wanjaya,,"Hotel jelek dengan pelayanan ramah : Kita ngga bisa milih siapa yang menginap di pods atas/bawah kita. Kebanyakan sih orang orang norak yang baru punya duit dan merasa mereka bayar dan berhak jadi raja. Ngobrolnya berisik, dengerin lagu keras keras dan aktivitas dalam pods ganggu karena berisik. Sudah dikomplain tp cuma diiyakan dan ngga ada teguran langsung. Cuma ""maaf segera kami telusuri."" dan ""baik, mohon ditunggu"". Halah.","Ugly hotel with friendly service: we can't choose who is staying at our upper/lower pods. Most of the tacky people who just have money and feel they pay and have the right to become kings. The chat is noisy, listen to hard songs and the activities in Pods are disturbed because they are noisy. Already complained but only agreed and there is no direct reprimand. Just ""sorry we immediately traced."" And ""Good, please wait"". Halah.",1,0,2022-09-26 5:31:55,Negatif
Google Play,57eaea80-b5aa-4d7e-8bc5-3ae43d535a9e,Zulfa Fahimah,,very useful enough!,Very Useful Enesh!,5,0,2022-09-25 7:58:10,Positif
Google Play,0dca6626-ba71-4575-aaf7-557789b64120,KKKG Teacher,,"Good place to do healing, clean toilet.","Good place to do healing, clean toilet.",5,0,2022-09-24 10:00:26,Positif
Google Play,ce7a3cf7-3c3c-48d2-a769-75ae5c4d0416,PoPo Saus Tiram,,"Tidak kedap suara, jam 9 malam ada warning untuk tidak berisik, tapi ada yg datang jam 12 an dan brisik hampir 1 jam., Tidak ada yg awasin. Padahal orang ngorok aja kedengeran, gimana yg baru datang dan brisik","No soundproof, at 9 pm there is a warning not to be noisy, but some come at 12 and brisis for almost 1 hour, no one is aware. Even though people just snoring, how do you just come",3,0,2022-09-18 9:13:29,Netral
Google Play,1e5112d6-44ef-411a-a11a-e04dc270a0f8,Edison Sitorus,,Nyaman,Comfortable,5,0,2022-09-16 10:47:59,Positif
Google Play,99be2ccc-f8ef-4922-bb2f-50d695437477,I Putu Cantyawan,,good place for transit. Simple ....,Good place for transit. Simple ....,5,0,2022-09-15 15:56:14,Positif
Google Play,88113cc4-e853-45e9-a303-5040ff45e230,Ippai Ippai,,"i knew about bobobox since late 2018, but finally check-in at Bobobox ITC Kuningan this summer.","I Knew about Bobobox since 2018, but finally check-in at Bobobox ITC Kuningan This Summer.",5,0,2022-09-10 21:11:16,Positif
Google Play,b22137d2-1d82-4414-81e5-c35ddb3c991c,Dimas Harunur Muqit,,Always awesome,Always Awesome,5,0,2022-09-04 12:06:55,Positif
Google Play,74d12716-f726-4ccc-8859-809e650a608b,Gilang Luthfi,,"All in one, lengkap untuk booking sampai staynya","All in one, complete for booking to stay",5,1,2022-08-25 14:41:13,Positif
Google Play,bf9c1561-3370-4c8d-89a7-1dbcef5ac61d,Cecilia Xie,,Steal our credit card credential. Payment failed for 5x after sms verification. Becareful this app is scam.,Steal our credit card credential. Payment Failed for 5x After SMS Verification. Becareful this app is scam.,1,0,2022-08-16 9:28:02,Negatif
Google Play,2d13ebd5-e442-4c16-8558-359e78e0b3d5,Nanda Nurhaqqy,,keseringan lemot,Slow frequency,1,0,2022-08-14 13:47:55,Negatif
Google Play,88a3228e-1f79-40d1-92fb-5dd1b03f1274,Herda Prabadipta,,"Kesel juga setelah ngalamin sendiri. Salah hari booking dan udah keburu bayar. Terus baru ngeh kalo ga bisa di reschedule atau direfund. Ga bisa di refund okelah tapi ga bisa reschedule itu bikin marah banget sih... Kalo ada OYO bagus yang lebih murah per malemnya mah mending ke sana sih, udah lah sempit podnya, ngerekep ga ada sinar matahari, ga ada tv (kalah sama capsule hotel di surabaya). Tadinya masih oke aja lah kalo buat tidur doang tapi ga bisa reschedule ini sih ck banget, bye deh","Also upset after experiencing it yourself. The wrong day booking and already paid. Then just if you can't be rescheduled or refunded. Can't be refunded ok but can't be rescheduled it makes it really angry ... if there is a good oyo that is cheaper per night, it's better to go there, it's already narrow pod, there is no sun Hotels in Surabaya). I was still okay if I was sleeping, but I couldn't reschedule this, it's really, bye",1,0,2022-08-03 9:17:16,Negatif
Google Play,6d96a1b4-3af3-47c5-a0ab-7b79ed0f1827,Dzikri Fadhilah,,"Dlu affordable utk long stay, sekarang naek 50% lebih... tanpa ada peningkatan/penambahan fasilitas... hm... good bye...","Affordable for long stay, now 50% more ... without any increase/addition of facilities ... hm ... good bye ...",1,0,2022-07-29 9:32:12,Negatif
Google Play,2d650481-e172-4b15-82f8-5edc53149c84,Nerium Oleander,,Bobobox my helper <3 huhuhu tapi boboliving nya penuh terus sedi 🥲,Bobobox My Helper <3 huhuhu but the boboliving is full of full seders 🥲,5,0,2022-07-28 23:54:10,Positif
Google Play,c384b396-153c-4122-8639-80c3821f7634,billy,,"All good until my son asleep, then at 9pm suddenly pod's internal speaker loudly alarm the ""quite"" hour followed by indonesian and english message 😖🤦‍♂️ LOUDLY! My son awoke again 🤦‍♂️🤦‍♂️🤦‍♂️","All Good Until My Son Asleep, then at 9pm suddenly pod's internal speaker loudly alarm The ""Quite"" Hour Followed by Indonesian and English Message 😖🤦‍♂️ Loudly! My Son Awoke Again 🤦‍♂️🤦‍♂️🤦‍♂️",1,0,2022-07-26 21:05:00,Negatif
Google Play,8e41a26b-c553-40f8-91d5-d0c0d1e875ff,Brew Hoitan,,"Can't register,, uninstall","Can't register ,, uninstall",1,0,2022-07-23 15:46:27,Negatif
Google Play,dd3966e5-95f7-480c-a7df-cf279794de00,qp,,"Verify pin tidak kunjung terkirim, bolak balik resend code gak nongol juga! Hadeuh","Verify Pin hasn't been sent, back and forth the resnd code doesn't appear too! Hadeuh",1,0,2022-06-28 16:51:35,Negatif
Google Play,745b8747-1295-42a1-9b08-51b64ebc7cdb,rahadian harfa a,,Tolol kebanyakan bug,Stupid most bugs,1,0,2022-06-22 0:43:27,Negatif
Google Play,af9b5229-0f5e-4d31-8581-1b63c9756eff,Kristiana Lim,,"The front desk forced me to install this app in order to check in. We're exhausted and hoping to get into the room and rest immediately, but couldn't because I had to charge my phone first and install the damn app.","The Front Desk Forced Me to Install this App In Order to Check in. We're exhausted and hoping to get intoo the room and rest immediely, but couldn't because i had to charge my phone first and install the damn app.",1,12,2022-06-21 20:58:23,Negatif
Google Play,22c372fd-774c-468b-8af4-733a1dd6bc38,Andika RD,,Good UI/UX. Easy to use especially with the option of paying with Gopay. The most high tech capsule in South east Asia perhaps. Gerakan Nasional Bangga Buatan Indonesia (BBI) merupakan suatu gerakan nasional untuk mendukung produksi dalam negeri.,Good UI/UX. Easy to use especially with the option of paying with gopay. The most high tech capsule in South East Asia Perhaps. The National Movement made by Indonesia (BBI) is a national movement to support domestic production.,5,27,2022-06-21 15:51:02,Positif
Google Play,42bbe0f1-3824-4669-a04f-b0ebf6247010,Hakikat Pria,,Indentifikasi ID nyaa susaaah 😣.. gagal mulu heraann..,Identify the id man's susaaah 😣 .. failed to do it ...,3,0,2022-06-07 11:59:42,Netral
Google Play,06e1575f-7add-4a80-a914-3d32a72e029a,Dody Satrianto,,"Getting better and better 👍 more location, more branches, more option for travelling. Great app 😁","Getting Better and Better 👍 More location, more branches, more options for traveling. Great App 😁",5,6,2022-05-19 19:04:01,Positif
Google Play,43d6b467-285c-476c-9233-3679977554dd,Maulana Hafiyyan Akbar,,"Very nice to have a great experience with bobobox, must try it.","Very nice to have a great experience with Bobobox, Must Try It.",5,0,2022-05-17 9:42:11,Positif
Google Play,f824244d-1926-4ec4-9771-a06856101d26,Muhammad Farhan Majid,,Affordable stay and simple to use 👍,Affordable stay and simple to use 👍,5,0,2022-05-17 9:34:16,Positif
Google Play,c2f919a9-ff4c-4746-89a8-4941089d8779,Tapani Al qadri,,Terbaik!,Best!,5,0,2022-05-13 10:33:48,Positif
Google Play,658066a6-bea3-43b6-b844-8ac59e78a864,Damaris Imanuela Putri Sahetapy,,"Love the apps, it's very easy to use and I love the kindness of every staff that I met while staying, keep up bobobox.","Love the apps, it's very easy to use and I love the kindness of every staff that I met while staying, keep up bobobox.",5,5,2022-05-13 10:19:58,Positif
Google Play,1dc632ba-c420-48e4-9c67-3c0325ec0613,Dzulkifli Bima,,"Bobobox itu seru, gk ribet milenial bgt. Kalau booking langsung dari aplikasi nya aja pasti banyak promo Dan dapet point 👍👍👍👍👍","Bobobox is exciting, it's not complicated millennial. If you just book from the application, there will definitely be a lot of promos and get points 👍👍👍👍👍",5,0,2022-05-12 11:54:56,Positif
Google Play,c2c3e60b-5b31-4773-8dc2-dccc99cfdae9,nur huda,,Aplikasinya bagus sangat mempermudah bila ingin memesan kamar di hotel ini . Mantap!!!,"The application is good, it is very easy if you want to order a room at this hotel. Excellent!!!",5,0,2022-05-12 9:02:54,Positif
Google Play,c9e601d0-a088-47cc-a72b-27d28739a2cb,Revriandri,,Easy to use. so much features in the pod,Easy to use. so much features in the pod,5,0,2022-05-12 7:14:45,Positif
Google Play,e9143671-aeab-40eb-b79d-daf8263f9105,Ellefulist 93,,"Pas daftar salah ngisi email, tapi email ga bisa di edit, cuma bisa edit nama sama no hp doang","When the list is wrong to fill in the email, but the email can't be edited, you can only edit the same name",3,0,2022-05-11 19:50:55,Netral
Google Play,8e5b5d10-019e-4245-9725-271cb169d4d6,Herman Haki,,dengan suasana yg sangat nyaman sehingga menciptakan pengalaman yg baru,with a very comfortable atmosphere so as to create a new experience,5,0,2022-05-10 11:27:04,Positif
Google Play,b3b0704a-02eb-4d7d-89c0-ad7d913a1c74,Romli Sidik,,"Great app, user friendly, cozy place to stay, clean pods/Room and affordable price.","Great App, User Friendly, Cozy Place to Stay, Clean Pods/Room and Affordable Price.",5,0,2022-05-10 9:56:24,Positif
Google Play,9f0ca382-5997-4df2-968e-bb22b98a99c3,dinda isseftiyani,,enjoyed the place and affordable accomodation for budget traveller,Enjoy the place and affordable accomodation for budget traveler,5,0,2022-05-09 8:41:29,Positif
Google Play,3ae57466-4877-405b-94b2-1fc2c95bde4d,Dias Shafira,,"Gatau mau bilang apa lagi. ada aja idenya yg bikin konsep kyk bobobox. Gaada lawan, staff sangat membantu, area bobobox bersih mulai dari lobby, sampai ke dalam podsnya, fitur2nya juga ga kalah unik. The best hotel accomodations for family and backpacker.","I don't want to say what else. There are just ideas that make the concept like Bobobox. No opponents, staff are very helpful, the Bobobox area is clean starting from the lobby, to the pods, the features are also no less unique. The Best Hotel Accomodations for Family and Backpacker.",5,0,2022-05-05 11:52:38,Positif
Google Play,6b50b44f-4c13-42a4-a07f-6111bad3d4f6,Irvan Junizar,,Excited! Nice experience 👍,Excited! Nice Experience 👍,5,1,2022-05-05 11:08:17,Positif
Google Play,bd568d23-70c0-47f1-9f7f-2bc7308204aa,Willy Apriel,,"Tempat menginap yang bagus, untuk booking kamarnya pun sangat mudah tinggal download aplikasinya , registrasi tinggal pilih tempat dimana akan menginap pilih tipe kamarnya , prosess check in Dan check out pun mudah tinggal melalui aplikasi Dan harganya murah","A good place to stay, for booking the room is very easy to just download the application, registration just select the place where you will stay select the room type, process check in and check out is easy to stay through the application and the price is cheap",5,0,2022-05-05 10:17:02,Positif
Google Play,ba1cfc65-88d6-49ca-b402-0a27af8da1dd,Satria Satakun,,"nice app, easy to use, can use in all bobobox branch.","nice app, easy to use, can use in all bobobox branch.",5,0,2022-05-04 16:41:47,Positif
Google Play,7e417a0d-95f5-4cd7-af80-9f04918ac603,Ginanjar Pamungkas,,This bobobox apps is really easy to use and user friendly. I already used this application almost 2 years and I'm really enjoyed the benefits. Thanks bobobox indonesia 👍👍👍,This bobobox apps is really easy to use and user friendly. I Already Used This Application Almost 2 Years and I'm Really Enjoyed the Benefits. Thanks Bobobox Indonesia 👍👍👍,5,4,2022-05-04 15:00:01,Positif
Google Play,bffb9802-e860-4587-a727-700acada3a8a,mia Fuji,,"Accomodations to stay which is uniqe and high technology and provides comfort when in the room , highly recommend and must be tried","Accomodations to stay which is uniqe and high technology and provides comfort when in the room, highly recommend and must be tried",5,1,2022-05-04 12:07:43,Positif
Google Play,019e4035-47b1-4368-a8dd-a5171c5b69b7,Indra Irawan,,"A very cool app, a comfi accommodation and Lots of promotion","A very cool app, a comfi accommodation and lots of promotion",5,0,2022-05-04 10:18:44,Positif
Google Play,e29e2a26-3ffc-4f21-b429-41e20012ef50,Evan Adika Putra,,Salah satu rekomendasi tempat staycation murah bersih dan nyaman 👍👍,One of the recommendations for cheap and comfortable cheap staycation 👍👍,5,0,2022-05-04 9:53:38,Positif
Google Play,9fac1b29-4062-40a3-b76f-ef5eefd609b0,Rizky Ramadhan,,"User friendly, program for loyalty member will be nice. The pods is clean too","User friendly, program for loyalty members will be nice. The pods is clean too",5,2,2022-04-28 11:13:05,Positif
Google Play,ddbe1611-dccd-4c76-9873-04ffe156327e,Erick,,"voucher shoppe 100 ribu, room harga 100.000, tpi pas checkout tetap harus bayar 10.000, seperti harus ada minumum pembayaran, seharusnya jangan gitu, kalau 0 ya bisa langsung checkout","Shoppe voucher 100 thousand, room price of 100,000, but when checkout still has to pay 10,000, like there must be a payment drink, it should not be like that, if 0 yes you can check out directly",3,0,2022-04-26 20:18:07,Netral
Google Play,501e0eaf-4d2b-4d6e-ba26-b11effd23c41,Dhita Medhavi,,"Thank you, selalu puas nginep di bobobox, gampang transaksi lwt app, byk promo, resepsionis baik, pengalaman menginap selalu puas. Mantap bobobox!!!","Thank you, always satisfied staying at Bobobox, easy transactions for App, byk promos, good receptionists, experience staying always satisfied. Great bobobox !!!",5,0,2022-04-25 22:15:31,Positif
Google Play,d13cb2b4-6b88-4ced-8f6e-71bb5085d476,rio aditama,,"Simple and minimalist, user friendly interface and Easy to use. Love it","Simple and minimalist, user friendly interface and easy to use. Love it",5,1,2022-04-25 10:08:38,Positif
Google Play,b9a972ab-bf6c-40cb-b69c-1fd001db5b19,arif budiana,,Helpful place for rest. Best application.,Helpful Place for Rest. Best Application.,5,0,2022-04-25 9:37:03,Positif
Google Play,3466a0d2-d708-4c3e-b3b4-1b6f68b62b2e,blotchi lim,,"Best app for best experience. Waktu disana, banyak yg nginep, tapi nggak terasa crowded & ttp private. App nya keren, bisa kontrol cabin via app (lampu, kunci pintu, sampe cek out mandiri), jg bisa chat lobby. Ada jg surrounding experience di app: isinya list tempat2 wisata sekitar cikole yg bisa didatangi, udh trmasuk harga & katanya bisa beli tiket via app juga (tapi kita nggak coba, soalnya udh terlalu nyaman di cabin).","Best App for Best Experience. When there, many who stayed, but didn't feel crowded & TTP Private. The app is cool, can control the cabin via app (lights, door lock, until check out independently), also can chat lobby. There is also a surrounding experience in the app: The contents are a list of tourist attractions around Cikole that can be visited, including the price & he said we can buy tickets via the app too (but we don't try it, because the problem is too comfortable in cabin).",5,0,2022-04-23 10:22:26,Positif
Google Play,ebe66b04-5dc5-43f3-a39d-b09cf5ccede3,Agung Sep,,Errorrr,Errorrr,1,0,2022-04-18 12:07:58,Negatif
Google Play,6f9dfdf4-1cfb-49c7-b99b-b9d017930e94,felicia veren wonosardono,,Bagus ini app nya. Dari pesen & nginep lancar bisa dari 1 app doang. Terus seru banget dari app nya bisa ganti warna lampu dan dapet info promo yang paling hot👍🏻,"This is the app. From order & stay smoothly can be from 1 app. Then it's really fun from the app, you can change the color of the lights and get the hottest promo info.",5,0,2022-04-11 16:13:26,Positif
Google Play,c1907f72-46f8-4ca5-8dd8-57dc7221326f,Nabila Putri Damayanti,,Easy to use and it's so cool to experience self check in via apps!,Easy to use and it's so cool to experience self check in via apps!,5,0,2022-04-11 15:12:02,Positif
Google Play,61461b62-a95f-4d23-932c-8f24de305bf0,ian k,,"Bobobox is very helpful for travelers, especially like me, because the prices are very affordable..","Bobobox is very helpful for travelers, especially like me, because the prices are very affordable ..",5,8,2022-04-08 11:10:31,Positif
Google Play,d6f3e541-2638-47ff-a9a7-43ddd717ffe8,Devi H,,"Providing a safe, cozy and affordable place to stay with cool tech and relaxing stay experience! Although the app still needs some improvements, it’s not critical and they provide good customer support. Also, I have seen them working on user experience improvements in these past updates. Thank you!","Providing a safe, cozy and affordable place to stay with cool tech and relaxing stay experience! Although the app still needs some improvements, it's not critical and they provide good customer support. Also, I have seeing them working on User Experience Improvements in these past updates. Thank you!",5,9,2022-04-08 11:10:16,Positif
Google Play,1c99dcea-4e4a-470b-b905-97794f558156,Willi Personal,,"Mantap nih bobobox.. Nyaman banget nginep di bobobox. lokasinya strategis, harganya juga oke dan sebanding dengan kenyamanannya. app-nya juga bagusss.. nunggu bobobox di banyak kota di Indonesia.. biar kalo traveling bakal nginep di bobobox aja..","Great bobobox .. really comfortable staying at Bobobox. The location is strategic, the price is also okay and comparable to its comfort. The app is also good ... wait for Bobobox in many cities in Indonesia ... so that if traveling will stay in Bobobox ...",5,6,2022-04-08 11:04:03,Positif
Google Play,1c89872a-360c-402f-8eb3-bcf5e4d51dc3,Ali Kusumah,,Easy booking and user friendly,Easy Booking and User Friendly,5,0,2022-04-08 11:00:09,Positif
Google Play,53f40978-f182-487a-bd10-d788693ecbfe,Nazwa Nabil Channel,,"Extraordinary experience, beautiful view, fresh air, cool smart glass,definitely will come back again","Extraordinary Experience, Beautiful View, Fresh Air, Cool Smart Glass, Definitely Will Come Back Again",5,0,2022-04-08 10:57:09,Positif
Google Play,de4d9a2d-bd7f-4397-a7fe-df463e6df6d6,Yehezkiel Gunawan,,"Cocok bgt bwt staycation dan budget friendly, tp kualitas tetap mantap","Suitable bgt bwt staycation and budget friendly, but the quality remains great",5,0,2022-04-08 10:48:59,Positif
Google Play,2ecbba74-5dcf-445d-80b5-63c908a7121e,Yas,,Perfect place for me-time and the experience was nice. Highly recommended!,Perfect Place for Me-Time and the Experience was nice. Highly recommended!,5,0,2022-04-08 1:39:05,Positif
Google Play,956af388-7f22-4ad1-b0aa-59fa09ebce1f,Maulana Y Fathany,,"Aplikasinya bukan hanya untuk booking saja, tapi berasa punya remote multifungsi. Mantap betul semua fitur yang tersedia dalam pod dan cabin dapat dikendalikan dalam satu genggaman.","The application is not just for booking, but feels a multifunctional remote. Great all the features available in POD and cabin can be controlled in one hand.",5,0,2022-04-07 17:55:30,Positif
Google Play,efa67d70-346f-4e27-b975-1e5f079200d7,Nawang Nidlo Titisari,,Pelayanan bagus. Mas mas hostnya ramah. Ga sabar buat balik lagi.,"Good service. Mas, the host is friendly. Can't wait to go back again.",5,0,2022-04-07 15:49:20,Positif
Google Play,e6b8227d-5e70-4c14-a399-e57f7e703785,Daud Sulaeman,,"Awalnya ragu karena takut privasi terganggu, tapi ternyata saya salah. Privasi bgt meski hotel kapsul. Kamar mandi juga bersih. Apalagi bisa mainin warna lampu bikin mood lumayan baik.","At first hesitated for fear of being disturbed privacy, but apparently I was wrong. Very privacy even though the hotel capsule. The bathroom is also clean. Moreover, you can play the color of the lights make the mood pretty good.",5,1,2022-04-07 15:10:18,Positif
Google Play,be5b336d-37e7-4f33-b0df-6fd6fb015687,Achmad Ka'bi,,"G bisa daftar, otp g dikirim2 ke email","G can register, otp g is sent to email",1,0,2022-04-07 14:52:47,Negatif
Google Play,aed61f0a-e8f2-4d16-949d-82d5568259e2,Dimas Aji,,"pelayanan sangat ramah dan bagus, diperhatikan sekali protokol kesehatannya, dan semakin mudah apabila book via bobobox app 😊","The service is very friendly and good, pay attention to the health protocol, and it is easier if Book via Bobobox App 😊",5,0,2022-04-07 11:52:05,Positif
Google Play,545e80e4-34b1-45c0-b7af-80ec49d34d2b,Muhammad Marzuqi Abdullah,,Staycation dengan experience teknologi. Kerennnn,Staycation with technology experience. Kerennnn,5,0,2022-04-07 11:39:47,Positif
Google Play,275844ba-d7e9-4236-8276-6d1c0fac0e7b,MikhaelMahardhika StudioWorks,,"Aplikasi rada bodoh, sudah book bayar dr kemarin check-in sejam sebelum waktu check in gak bs, padahal mo numpang mandi. Habis tu di sms klo dah check in.","Rada Stupid Application, Book Paying Dr yesterday Check-in An hour before the check-in time is not, even though I want to take a shower. After the text when I checked in.",1,0,2022-04-07 11:31:00,Negatif
Google Play,91296aa8-bed8-40df-93b4-174154921cdf,Ara Yoo,,"I really love how simple the app is. I can book, check-in, and control everything inside the pod directly from my own phone. Some features may need fixing but my overall experience is good. The sleeping concept is also brand new even for capsule hotels, and honestly I didn't expect it to be that comfortable. Cozy, cheap, and clean. What else to ask for?","I really love how simple the app. I can book, check-in, and control everything inside the pod directly from my own phone. Some Features May Need Fixing But My Overall Experience is Good. The Sleeping Concept is also brand new even for capsule hotels, and honestly I Didn't Expect it to be that comfortable. Cozy, Cheap, and Clean. What else to ask for?",5,35,2022-04-07 11:12:16,Positif
Google Play,944eb1d7-2870-400d-bb0a-e8b88e4c3fee,ismail Ismail,,"tempatnya bersih, pelayanannya baik, top lah...","The place is clean, the service is good, top ...",5,0,2022-04-07 10:55:06,Positif
Google Play,658518d3-4f86-4f58-8c4c-ccc34050ec94,Anton Budiono,,Great Experience. Need further improvement in some features but good and reliable performance.,Great Experience. Need Further Improvement in Some Features But Good and Reliable Performance.,5,2,2022-04-07 9:47:15,Positif
Google Play,25d49f4d-66bf-42da-b32d-e9c3a2c4d851,Hafidh,,Kebersihan kamar dan toiletnya terjaga. Staffnya ramah-ramah.,The cleanliness of the room and the toilet is maintained. The staff is friendly.,5,1,2022-04-07 5:47:16,Positif
Google Play,c64ee9b3-dbb1-4781-baa6-e1331fdc69e5,Yasa Aulia Natasha,,"Mohon dipikirkan terkait kompabilitas untuk handphone dengan multi camera, karena saat ini saya selalu gagal verifikasi KTP karena gambar blur yang disebabkan aplikasi malah menggunakan kamera dengan lensa wide dan tanpa pilihan pengubahan lensa. Ini saya gagal ya karena aplikasi Bobobox sendiri. Tested on 2 Samsung Galaxy A and S series, result still same (rejected) and blurry image cause using wide camera","Please think about compatibility for mobile phones with multi camera, because at this time I always fail to verify ID cards because the blur image caused by the application instead uses a camera with a wide lens and without the choice of lens changing. I failed this because of the Bobobox application itself. Tested on 2 Samsung Galaxy A and S Series, Result Still Same (Rejected) and Blurry Image Cause Using Wide Camera",3,0,2022-03-19 13:58:09,Netral
Google Play,cf038690-b074-4c67-8d63-b503730ea082,fahmi sidik,,Bobocabin ya makin worth it,"Bobocabin, more worth it",5,0,2022-03-11 18:52:46,Positif
Google Play,e43cdd9f-1cf8-4c29-b47b-738575be40f2,Indra Primawan,,"Saya menginap di bobobox alun2 malang untuk pertama kali, dan langsung gak mau kembali lg. Bluetooth mati, makanan dibawah ndak bs dibeli (edc rusak), terakhir yang terparah dikasih charge 100rb karena ada noda kecil yang harusnya masih bs diuci. Tidak recomended","I stayed at Bobobox Malang Square for the first time, and immediately didn't want to come back again. Bluetooth died, the food under not bs was bought (EDC broken), the last was the worst given 100 thousand because there were small stains that should still be washed. Not recommended",1,0,2022-03-03 12:11:27,Negatif
Google Play,83f38129-6363-4e7f-99d8-fed8f3bfff7f,Arviandra Deska,,masa gabisa di refund anj tolong adain sistem refund jika tidak menjadi pesan,"how can I not be refunded, please have a refund system if it does not become a message",1,1,2022-02-19 21:32:03,Negatif
Google Play,0fad2c1f-ec37-4f9a-96b5-03ccfcbf6bd5,Devina Ayona,,"Great service. Free vitamins and drinks. Love the concept. Comfy and compact rooms, albeit too cramped for my belongings - I brought one big bag and three small to medium sized bags.","Great Service. Free Vitamins and Drinks. Love The Concept. Comfy and compact rooms, Albeit too cramped for my belongings - I Brought One Big Bag and Three Small to Medium Sized Bags.",5,3,2022-02-18 12:48:44,Positif
Google Play,d5ab99bd-4a95-44d3-84d1-807e439ceb7b,Ratih Kumala Dewi,,"Saya gak bisa download aplikasinya, kenapa ya?","I can't download the application, why?",1,0,2022-02-01 1:04:53,Negatif
Google Play,3b3d27b8-eb77-43d4-bbe2-4602514f00a4,Bariq Dharmawan,,"The apps broken. always show alert ""refresh token expired""","The broken apps. Always Show Alert ""Refresh Token Expired""",1,0,2022-01-22 17:05:45,Negatif
Google Play,666bba62-18af-4f0b-9d86-03b56df2849f,Victoria Melta,,Good,Good,5,0,2022-01-19 15:36:08,Positif
Google Play,349a4e37-5fbd-4957-9c54-5700fa14e65d,Mas Adam Lukman Chaubah,,"Bobobox sangat buruk terutama bobobox jogja malioboro staf bersih bersih suka mengintup kamar entah apa tujuannya, pelayanan menghubungi admin via aplikasi lama banget gak dijawab jawab jadi harus turun ke bawah which is aplikasi gak guna, AC gak bisa diatur suhunya dan sangat labil tetiba panas tetiba dingin, tidak disediakan tisu di kamar, dan yang paling parah mati lampu lama banget gak hidup hidup diperparah admin gak jawab jawab waktu dihubungi One of the worst hotel ever!","Bobobox is very bad, especially Bobobox Jogja Malioboro Clean Staff Clean likes to input the room for whatever purpose, the service contacts the admin via the old application is not answered so that it must go down which is the application is not useful, the air conditioner cannot be arranged and very unstable , no tissue is provided in the room, and the most severe is the old lights, the old lights don't live alive by the admin not the answer to the time to be contacted by One of the Worst Hotel Ever!",1,1,2021-12-28 12:59:53,Negatif
Google Play,5fa8df72-8914-451a-9ff0-e696922adaca,Alhamdi Yosef,,"This is unique idea. But, in app when I turn on lamp from pods screen, it's unable to turn off via app. Then, we need you add our history stay where and when. In receipt not all send to our email, how if add tools ""send receipt"" for our past stay and also we need you add detail when we stay in receipt. Thank you","This is unique idea. But, in App when I turn on lamp from pods screen, it's unable to turn off via app. Then, we need you add our history stay where and when. In Receipt Not All Send To Our Email, How If Add Tools ""Send Receipt"" For Our Past Stay and Also We Need You Add Details When We Stay In Receipt. Thank you",5,9,2021-12-24 2:38:01,Positif
Google Play,7b20849e-8812-4e33-b077-a07a89698960,indri yani,,"Comfort, yet affordable Pod hotel located in Central Jakarta which is accessible. I stayed two nights in Bobobox Juanda. Rooms are clean, all staff is so helpful.","Comfort, Yet Affordable Pod Hotel Located in Central Jakarta which is accessible. I stayed two nights in Bobobox Juanda. Rooms are clean, all staff is so helpful.",5,2,2021-12-22 19:47:37,Positif
Google Play,4311c251-3a8d-4d4f-82c1-bbf729bc8f69,Hendy Kurniadi,,"Tidak ada pemberitahuan sebelumnya bahwa single bed hanya untuk 1 orang, tisak bisa untuk 2 orang.","There is no prior notice that single beds are only for 1 person, but can be for 2 people.",1,0,2021-12-05 17:38:34,Negatif
Google Play,41d74364-64c7-4e3b-b862-3bf1e36e8968,Franko Oey,,"Pengalaman tidur yang nyaman, benar-benar clutter-free, bersih juga tempatnya, bisa tidur sambil dengerin ambience, lampu bisa ada mode warna dan terang gelap bisa disesuaikan. Mantap.","A comfortable sleep experience, really clutter-free, clean also the place, can sleep while listening to ambience, lamps can have color and bright modes of dark can be adjusted. Excellent.",5,0,2021-12-03 8:51:04,Positif
Google Play,6e969954-6768-438c-99cb-023fd8293f1c,personalige personalige,,"Tempatnya nyaman, bersih, dan pelayanan oke. Masukan saya untuk verifikasi akun dengan selfie ID card sebaiknya dihilangkan, terima kasih","The place is comfortable, clean, and service okay. I enter my account verification with a selfie id card should be removed, thank you",4,0,2021-11-27 9:58:27,Negatif
Google Play,19e97af8-5d10-4b5a-b6dd-75b8603a5bf8,Samuel Tanjung,,Iklan doang 50k begitu download 1.5juta semalam 👎👎👎👎,Ads only 50k Once downloaded 1.5 million last night 👎👎👎👎,1,1,2021-11-25 20:44:15,Negatif
Google Play,f4c982a7-3a92-4364-8a12-75a241e233f7,Karaage Hunter,,"Overall, the app and the pod/hotel itself are extraordinary and really worth the price. The safety of its hotel is also well secured. But I guess the booking systems could be explored more by adding reschedule or cancel/refund fetaure? So it could be more flexible","Overall, the app and the pod/hotel itself are extraordinary and really worth the price. The safety of its hotel is also well secured. But i guess the booking systems could be explored more by adding reschedule or cancel/refund fetaure? So it could be more flexible",5,9,2021-11-24 8:00:31,Positif
