nps_score,checkin_date,checkout_date,created_at,source,order_id,hotel_name,pod_type,nps_review,nps_review_en,score_classification,hotel_type,preprocessed_review_en,Sentiment,Compound Score
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 7:50:07,Android,1.0061686123472392e+16,Bobobox Kebayoran Baru,Sky Double,"Toilet laki laki di lantai 1, salah satu tempat mandi nya ada yg mampet, jdi air gk bisa ngalir, selebihnya kaya biasa, sip","Male toilet on the 1st floor, one of the bathing places is clogged, so the water can't be able to do, the rest is rich, sip",Positif,Bobobox,male toilet st floor one bath place clog water abl rest rich sip,Positive,0.5574
10,2023-05-11 0:00:00,2023-05-12 0:00:00,2023-06-08 7:25:59,Android,1.0111683786288752e+16,Bobobox Tanah Abang,Earth Double,X,X,Positif,Bobobox,x,Neutral,0.0
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 6:36:05,iOS,1.0351686053877946e+16,Bobocabin Madasari Pangandaran,Deluxe Cabin,Terbaikkk pokoknyaa,Best of the tree,Positif,Bobocabin,best tree,Positive,0.6369
6,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 6:23:32,iOS,1.0221685968074868e+16,Bobobox ITC Kuningan,Earth Double,"Tolilet bau pesing, di kasur banyak rambut","Tolilet smells of urine, on the mattress a lot of hair",Netral,Bobobox,tolilet smell urin mattress lot hair,Neutral,0.0
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 5:40:39,Android,1.0071685973914422e+16,Bobobox Alun-Alun Bandung,Earth Double,"Security nya sopan dan baik, FO nya juga baik & sopan, sigap menjawab chat di aplikasi ketika saya membutuhkan keperluan saya. Untuk lainnya baik & bagus, dapat diskon jadi lumayan banget potongnya. Terbaik recommended, terimakasih  🙏🏻","The security is polite and good, the FO is also good & polite, swiftly answering chat in the application when I need my needs. For others good & good, can be discounted so it is quite cut. Best recommended, thank you 🙏🏻",Positif,Bobobox,secur polit good fo also good polit swiftli answer chat applic need need other good good discount quit cut best recommend thank,Positive,0.9565
9,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 5:31:25,Android,1.006168611672866e+16,Bobobox Kebayoran Baru,Sky Double,Mungkin harus sedia in juga colokan yang 2 kaki,May have to be available in the 2 feet plugs,Positif,Bobobox,may avail feet plug,Neutral,0.0
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 5:06:31,Android,1.035168605761332e+16,Bobocabin Madasari Pangandaran,Deluxe Cabin,"Mantapp pelayanan baik bangett, staff ramah semuaa.","Mantapp really good service, all -friendly staff.",Positif,Bobocabin,mantapp realli good servic friendli staff,Positive,0.4404
7,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 5:00:45,Android,1.0191686055586852e+16,Bobocabin Cikole,Executive Cabin,"Seprai dan bedding nya agak bau apek, mungkin perlu ada dehumidifier biar gk lembab","The sheets and bedding are rather musty, maybe there needs to be dehumidifier so that it doesn't damp",Positif,Bobocabin,sheet bed rather musti mayb need dehumidifi damp,Neutral,0.0
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 4:52:09,Android,1.0091685956913512e+16,Bobobox Kota Lama,Sky Single,"Enak tempatnya, nyaman dipake tidur fasillitas yang ditawarkan oke sekali bikin betah pokoknya!","Delicious place, comfortable to use sleeping the facilitas offered okay once makes you feel at home!",Positif,Bobobox,delici place comfort use sleep facilita offer okay make feel home,Positive,0.5267
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 4:50:42,Android,1.0221685968074868e+16,Bobobox ITC Kuningan,Earth Double,"mantap nyaman, bersih, tenang. cuma kalo kita mesen yg earth trus diatas nya ada yg sky itu agak berisik dikit kedengeran sampebyg ke earth. sama toilet cewe nya agak bau","Great comfortable, clean, calm. Only if we mesen the Earth then above, there is a bit that is a bit noisy, it sounds like sampebyg to Earth. with the girl's toilet it smells a bit",Positif,Bobobox,great comfort clean calm mesen earth bit bit noisi sound like sampebyg earth girl toilet smell bit,Positive,0.9201
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 4:34:00,Android,1.0181686029447904e+16,Bobobox Mega Bekasi,Earth Double,perfect,perfect,Positif,Bobobox,perfect,Positive,0.5719
10,2023-06-06 23:00:00,2023-06-07 23:00:00,2023-06-08 4:22:44,iOS,1.0231684427067376e+16,Bobocabin Kintamani ,Deluxe Cabin Hot Tub,Udara n view,Air n view,Positif,Bobocabin,air n view,Neutral,0.0
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 4:17:53,Android,1.0231685878051044e+16,Bobocabin Kintamani ,Deluxe Cabin,"Enjoy the tech! But sadly, not all food are available and the way lil bit difficult to access. But overall it all amazing for stay here, the view and vibe was fascinating!!","Enjoy the tech! But sadly, not all food are available and the way lil bit difficult to access. But overall it all amazing for stay here, the view and vibe was fascinating!!",Positif,Bobocabin,enjoy tech sadli food avail way lil bit difficult access overal amaz stay view vibe fascin,Positive,0.1779
8,2023-06-06 23:00:00,2023-06-07 23:00:00,2023-06-08 4:11:35,iOS,1.0331686022480024e+16,Bobocabin Ubud,Deluxe Cabin Hot Tub,"It was great, but the hot water in the shower ran out in less than 5 minutes and the breakfast was very small. Everything else was amazing though ","It was great, but the hot water in the shower ran out in less than 5 minutes and the breakfast was very small. Everything else was amazing though ",Positif,Bobocabin,great hot water shower ran less minut breakfast small everyth els amaz though,Positive,0.6249
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 4:09:56,Android,1.0231684072540904e+16,Bobocabin Kintamani ,Deluxe Cabin,Nice place to staycation with nature view,Nice place to staycation with nature view,Positif,Bobocabin,nice place staycat natur view,Positive,0.4215
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 4:03:50,iOS,1.00017e+16,Bobobox Paskal,Earth Double,Good toilet,Good toilet,Positif,Bobobox,good toilet,Positive,0.4404
9,2023-05-29 0:00:00,2023-05-30 0:00:00,2023-06-08 3:58:34,iOS,1.008168524439668e+16,Bobobox Kota Tua,Earth Single,love ,love ,Positif,Bobobox,love,Positive,0.6369
9,2023-05-27 0:00:00,2023-05-28 0:00:00,2023-06-08 3:58:25,iOS,1.008168515330178e+16,Bobobox Kota Tua,Sky Single,love stay here ,love stay here ,Positif,Bobobox,love stay,Positive,0.6369
8,2023-05-23 0:00:00,2023-05-24 0:00:00,2023-06-08 3:58:07,iOS,1.0111684852329768e+16,Bobobox Tanah Abang,Earth Single,I love stay in here but ... cause pods divide 2 floor it make me uncomfort ,I love stay in here but ... cause pods divide 2 floor it make me uncomfort ,Positif,Bobobox,love stay caus pod divid floor make uncomfort,Positive,0.6369
8,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 3:53:43,Android,1.0351686027269536e+16,Bobocabin Madasari Pangandaran,Deluxe Cabin,Sering mati lampu,Often the lights go out,Positif,Bobocabin,often light go,Neutral,0.0
4,2023-06-01 0:00:00,2023-06-02 0:00:00,2023-06-08 3:42:34,Android,1.0191682867471906e+16,Bobocabin Cikole,Standard Cabin,water heater didnt work. bad wifi connection,water heater didnt work. bad wifi connection,Negatif,Bobocabin,water heater didnt work bad wifi connect,Positive,0.431
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 3:09:14,iOS,1.0251682548484754e+16,Bobocabin Coban Rondo Malang,Executive Cabin,Nice view and comfy room. It will be good if there is a tool to kill the flies,Nice view and comfy room. It will be good if there is a tool to kill the flies,Positif,Bobocabin,nice view comfi room good tool kill fli,Neutral,0.0
9,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 3:00:10,iOS,1.0201685837665694e+16,Bobocabin Signature Toba,Deluxe Cabin,Nice location with a beautiful view. Small room but comfy and clean. Very recommended ,Nice location with a beautiful view. Small room but comfy and clean. Very recommended ,Positif,Bobocabin,nice locat beauti view small room comfi clean recommend,Positive,0.7906
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 2:52:49,iOS,1.0081685954735576e+16,Bobobox Kota Tua,Earth Double,All okay ,All okay ,Positif,Bobobox,okay,Positive,0.2263
8,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 2:33:26,Android,1.0061686119385978e+16,Bobobox Kebayoran Baru,Earth Single,"Toilet cant be use, because under construction.  And the noize from other still hearing in mybed.","Toilet cant be use, because under construction.  And the noize from other still hearing in mybed.",Positif,Bobobox,toilet cant use construct noiz still hear mybe,Neutral,0.0
7,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 2:15:04,iOS,1.0021685682879688e+16,Bobobox Cipaganti,Sky Single,"Wifi LAGGING, Sprei kasur dan bantal warnannya udah broken white, tegangan semprotan toilet naik turun","Wifi lagging, bed linen and color pillow already broken white, the toilet spray voltage up and down",Positif,Bobobox,wifi lag bed linen color pillow alreadi broken white toilet spray voltag,Negative,-0.6705
8,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 1:55:09,iOS,1.0081685774092936e+16,Bobobox Kota Tua,Sky Single,"It was good, tapi buat di pod 29 ac nya ga sedingin pod lain, tapi ok","It was good, but for POD 29 AC is not as cold as other pods, but ok",Positif,Bobobox,good pod ac cold pod ok,Positive,0.6249
10,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 0:48:34,Android,1.0231685594844932e+16,Bobocabin Kintamani ,Deluxe Cabin,experience nya oke bgttttt!!!,Experest nya oke bgttttt!!!,Positif,Bobocabin,experest nya oke bgttttt,Neutral,0.0
10,2023-06-06 0:00:00,2023-06-08 0:00:00,2023-06-08 0:33:04,iOS,1.0121686065829376e+16,Bobobox Juanda Jakarta,Sky Single,"Terbaik , harga bersahabat pelayanan juara dan fasilitas kamar sangat bagus plus tempat yang bersih dan nyaman","Best, the price of the champion service and room facilities is very good plus a clean and comfortable place",Positif,Bobobox,best price champion servic room facil good plu clean comfort place,Positive,0.9451
8,2023-06-07 0:00:00,2023-06-08 0:00:00,2023-06-08 0:25:25,Android,1.0231685988981398e+16,Bobocabin Kintamani ,Deluxe Cabin,Akses jalan masuk lebih diperbaiki lg,Funding access is more repaired LG,Positif,Bobocabin,fund access repair lg,Neutral,0.0
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 19:58:30,Android,1.0081686001400176e+16,Bobobox Kota Tua,Earth Double,Is really comfortable,Is really comfortable,Positif,Bobobox,realli comfort,Positive,0.3612
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 17:45:21,Android,1.0111685985417288e+16,Bobobox Tanah Abang,Sky Single,"Enak pokoknya, ruangannya pun wangi lalu kamar mandi nya pun bersih. Mantap puolll","Delicious, the room is fragrant then the bathroom is clean. Great Puolll",Positif,Bobobox,delici room fragrant bathroom clean great puolll,Positive,0.7783
7,2023-06-03 0:00:00,2023-06-04 0:00:00,2023-06-07 15:29:25,iOS,1.0231683378919688e+16,Bobocabin Kintamani ,Executive Cabin,there were snails from toilet and down under. and also flies,there were snails from toilet and down under. and also flies,Positif,Bobocabin,snail toilet also fli,Neutral,0.0
10,2023-06-04 0:00:00,2023-06-05 0:00:00,2023-06-07 13:51:13,Android,1.0241684289236484e+16,Bobocabin Puncak Gunung Mas,Deluxe Cabin,thank's pelayanan baik...,Thank's Good service ...,Positif,Bobocabin,thank good servic,Positive,0.6597
10,2023-05-25 0:00:00,2023-05-26 0:00:00,2023-06-07 11:32:50,iOS,1.0081684839443744e+16,Bobobox Kota Tua,Sky Single,good option,good option,Positif,Bobobox,good option,Positive,0.4404
7,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 11:12:14,Android,1.0211686052139728e+16,Bobobox Alun-Alun Malang,Sky Single,Air conditioner is not cool enough.,Air conditioner is not cool enough.,Positif,Bobobox,air condition cool enough,Positive,0.3182
8,2023-06-05 0:00:00,2023-06-06 0:00:00,2023-06-07 11:09:02,Android,1.0081685505951936e+16,Bobobox Kota Tua,Earth Double,"Banyak orang yg ga tau Semprotan toiletnya dimana. Jadi pada bau toilet nya. Staff nya juga, kalo tamu datang harusnya langsung dikasih odol dan sikat gigi Karna di kamar ga disediakan","Many people don't know where the toilet spray. So in the smell of the toilet. The staff too, if guests arrive, they should be given toothdown and brush your teeth because the room is not provided",Positif,Bobobox,mani peopl know toilet spray smell toilet staff guest arriv given toothdown brush teeth room provid,Neutral,0.0
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 10:39:41,Android,1.0191685963611972e+16,Bobocabin Cikole,Standard Cabin,terbaik  pokonya,best  Pokonya,Positif,Bobocabin,best pokonya,Positive,0.6369
10,2023-05-08 0:00:00,2023-05-09 0:00:00,2023-06-07 10:08:33,Android,1.003168355878357e+16,Bobobox Dago,Sky Double,Ok,Ok,Positif,Bobobox,ok,Positive,0.296
10,2023-06-03 0:00:00,2023-06-04 0:00:00,2023-06-07 9:54:34,Android,1.0271685344173164e+16,Bobocabin Padusan,Deluxe Cabin,Mantul,Really good,Positif,Bobocabin,realli good,Positive,0.4404
10,2023-05-24 0:00:00,2023-05-26 0:00:00,2023-06-07 8:50:41,Android,1.0031684899274396e+16,Bobobox Dago,Earth Double,Great,Great,Positif,Bobobox,great,Positive,0.6249
10,2023-05-23 0:00:00,2023-05-24 0:00:00,2023-06-07 8:21:49,Android,1.018168467345572e+16,Bobobox Mega Bekasi,Earth Single,"Good, nyaman banget tidur disini","Good, really comfortable sleeping here",Positif,Bobobox,good realli comfort sleep,Positive,0.6597
9,2023-06-02 0:00:00,2023-06-03 0:00:00,2023-06-07 8:07:39,iOS,1.02216849177877e+16,Bobobox ITC Kuningan,Earth Single,so far so good.,so far so good.,Positif,Bobobox,far good,Positive,0.4404
10,2023-05-20 0:00:00,2023-05-21 0:00:00,2023-06-07 7:37:57,Android,1.035168389362556e+16,Bobocabin Madasari Pangandaran,Deluxe Cabin,Amazing view...nice bobocabin madasari,Amazing view ... nice bobocabin madasari,Positif,Bobocabin,amaz view nice bobocabin madasari,Positive,0.4215
9,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 7:18:10,iOS,1.0031685879067336e+16,Bobobox Dago,Earth Double,Good,Good,Positif,Bobobox,good,Positive,0.4404
8,2023-05-22 0:00:00,2023-05-23 0:00:00,2023-06-07 7:04:28,Android,1.0031684740687064e+16,Bobobox Dago,Earth Single,air panasnya agak lama panasnya,The hot water is quite hot,Positif,Bobobox,hot water quit hot,Neutral,0.0
10,2023-05-31 0:00:00,2023-06-01 0:00:00,2023-06-07 5:20:28,iOS,1.0271684288293348e+16,Bobocabin Padusan,Deluxe Cabin,Mantul,Really good,Positif,Bobocabin,realli good,Positive,0.4404
8,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 5:07:10,Android,1.027168596613057e+16,Bobocabin Padusan,Deluxe Cabin,Very nice ....... ok,Very nice ....... ok,Positif,Bobocabin,nice ok,Positive,0.6124
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 5:05:59,Android,1.0351685514803964e+16,Bobocabin Madasari Pangandaran,Deluxe Cabin,"Kamar mandi cabin no 7 agak bau, tolong di perbaiki yaaa. Tengkyuuuuu","Bathroom Cabin No. 7 is rather smelly, please fix it. Tengkyuuuuu",Positif,Bobocabin,bathroom cabin rather smelli pleas fix tengkyuuuuu,Neutral,0.0
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 5:03:37,Android,1.0091686026145532e+16,Bobobox Kota Lama,Sky Single,perfect box,perfect box,Positif,Bobobox,perfect box,Positive,0.5719
9,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 5:00:47,iOS,1.0241685937022484e+16,Bobocabin Puncak Gunung Mas,Deluxe Cabin,"Pengalaman yg menyenangkan..yang ga disangka, ada perlengkapan penyelamatan kayak pemadam api dan helm. Semuanya baik, kalopun ada yang ingin saya komentari mungkin kasur sebaiknya lbh empuk. Itu aja sih. Hehehe. Terima kasih.","A pleasant experience ... unexpectedly, there are rescue equipment like fire extinguishers and helmets. Everything is good, even if there is something I want to comment on maybe the mattress should be more soft. That's all. Hehehe. Thank You.",Positif,Bobocabin,pleasant experi unexpectedli rescu equip like fire extinguish helmet everyth good even someth want comment mayb mattress soft heheh thank,Positive,0.8442
8,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 4:58:00,iOS,1.0171686068753382e+16,Bobocabin Ranca Upas,Standard Cabin,Make the food price more cheaper,Make the food price more cheaper,Positif,Bobocabin,make food price cheaper,Neutral,0.0
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 4:57:07,Android,1.0091685797983858e+16,Bobobox Kota Lama,Sky Single,"Oke, nyaman, murah","Okay, comfortable, cheap",Positif,Bobobox,okay comfort cheap,Positive,0.5267
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 4:54:07,Android,1.022168605913637e+16,Bobobox ITC Kuningan,Earth Double,Ok,Ok,Positif,Bobobox,ok,Positive,0.296
8,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 4:50:17,Android,1.0081686001400176e+16,Bobobox Kota Tua,Earth Double,"Tidur terasa nyaman, best!","Sleep feels comfortable, best!",Positif,Bobobox,sleep feel comfort best,Positive,0.7717
9,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 4:48:37,Android,1.0251686030752092e+16,Bobocabin Coban Rondo Malang,Deluxe Cabin,Good room,Good room,Positif,Bobocabin,good room,Positive,0.4404
7,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 4:44:30,Android,1.0251684837996972e+16,Bobocabin Coban Rondo Malang,Deluxe Cabin With View,Connection wifi,Connection wifi,Positif,Bobocabin,connect wifi,Neutral,0.0
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 4:40:11,Android,1.0241685521299264e+16,Bobocabin Puncak Gunung Mas,Deluxe Cabin,Good bgtt semuanyaa. Mba masnya jga helpfull bgt,"Good, all of them. Mba mas also helpful bgt",Positif,Bobocabin,good mba ma also help bgt,Positive,0.6808
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 4:35:10,Android,1.0071686015674932e+16,Bobobox Alun-Alun Bandung,Sky Double,Very great bobobox alun alun  Thanks,Very great bobobox alun alun  Thanks,Positif,Bobobox,great bobobox alun alun thank,Positive,0.765
9,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 4:32:34,Android,1.0121686082388468e+16,Bobobox Juanda Jakarta,Sky Single,"Bersih, nyaman, cocok untuk yang suka ngeteng","Be clean, comfortable, fit for a genre",Positif,Bobobox,clean comfort fit genr,Positive,0.7717
10,2023-05-31 0:00:00,2023-06-07 0:00:00,2023-06-07 4:28:23,Android,1.0111685526360374e+16,Bobobox Tanah Abang,Sky Double,all good here,all good here,Positif,Bobobox,good,Positive,0.4404
8,2023-06-05 0:00:00,2023-06-06 0:00:00,2023-06-07 3:40:41,Android,1.0141685865069484e+16,Bobobox Slamet Riyadi Solo,Sky Double,Bobobox has a pretty small room so i think it's better to add some air freshener and a colder air conditioner so it dont smell musty.,Bobobox has a pretty small room so i think it's better to add some air freshener and a colder air conditioner so it dont smell musty.,Positif,Bobobox,bobobox pretti small room think better add air freshen colder air condition dont smell musti,Positive,0.4404
10,2023-06-05 0:00:00,2023-06-06 0:00:00,2023-06-07 3:40:19,iOS,1.0131684828078116e+16,Bobobox Malioboro,Sky Double,Love,Love,Positif,Bobobox,love,Positive,0.6369
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 3:37:11,iOS,1.0241686026617066e+16,Bobocabin Puncak Gunung Mas,Deluxe Cabin,"Good service , excellent dan feel like home ","Good service , excellent dan feel like home ",Positif,Bobocabin,good servic excel dan feel like home,Positive,0.8126
9,2023-06-05 23:00:00,2023-06-06 23:00:00,2023-06-07 3:29:52,iOS,1.0231685874687e+16,Bobocabin Kintamani ,Deluxe Cabin,Sangat menarik pengalaman menginap disini. Luar biasa :)) ,Very interesting experience staying here. Extraordinary :)),Positif,Bobocabin,interest experi stay extraordinari,Positive,0.4588
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 3:28:48,Android,1.006168605617086e+16,Bobobox Kebayoran Baru,Sky Double,Selimutnya banyak bercak darah. Tolong dibersihin ato diganti aja lah. Jorok,His blanket was bloodstained. Please clean or just replace it. Dirty,Positif,Bobobox,blanket bloodstain pleas clean replac dirti,Positive,0.4019
10,2023-05-17 0:00:00,2023-05-18 0:00:00,2023-06-07 3:28:07,Android,1.0061684289917498e+16,Bobobox Kebayoran Baru,Sky Single,Selimutnya ada bercak darah banyak bgt di bagian dalemnya. Tolong dong diganti,The blanket has a lot of blood spots in the palace. Please replace it?,Positif,Bobobox,blanket lot blood spot palac pleas replac,Neutral,0.0
10,2023-05-29 0:00:00,2023-05-31 0:00:00,2023-06-07 3:26:09,iOS,1.0091685361284778e+16,Bobobox Kota Lama,Sky Single,Pertahankan kualitas,Maintain quality,Positif,Bobobox,maintain qualiti,Neutral,0.0
10,2023-06-01 0:00:00,2023-06-02 0:00:00,2023-06-07 3:10:25,Android,1.0141685519414544e+16,Bobobox Slamet Riyadi Solo,Earth Double,Prime,Prime,Positif,Bobobox,prime,Neutral,0.0
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 3:10:25,Android,1.0121686054566112e+16,Bobobox Juanda Jakarta,Sky Single,"Wonderful stay, as always.","Wonderful stay, as always.",Positif,Bobobox,wonder stay alway,Neutral,0.0
10,2023-06-01 0:00:00,2023-06-02 0:00:00,2023-06-07 3:09:47,Android,1.0141685519516252e+16,Bobobox Slamet Riyadi Solo,Earth Single,Toilets a bit dirty. One of the lock/hinge missing. A consideration to have long bench/rack near the wash basin might a good idea to put our clothes/things while we brush teeth/using hair dryer.,Toilets a bit dirty. One of the lock/hinge missing. A consideration to have long bench/rack near the wash basin might a good idea to put our clothes/things while we brush teeth/using hair dryer.,Positif,Bobobox,toilet bit dirti one lock hing miss consider long bench rack near wash basin might good idea put cloth thing brush teeth use hair dryer,Positive,0.3182
8,2023-06-05 23:00:00,2023-06-06 23:00:00,2023-06-07 3:04:12,iOS,1.0331685851264448e+16,Bobocabin Ubud,Deluxe Cabin Hot Tub,"bisa dicari jalan keluar untuk akses menuju cabin, atau dihimbau dr awal untuk travel light agar barang bawaan tidak terlalu berat","can be searched for a way out for access to cabin, or is urged from the beginning for travel light so that luggage is not too heavy",Positif,Bobocabin,search way access cabin urg begin travel light luggag heavi,Neutral,0.0
10,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 3:02:41,Android,1.0231685874572414e+16,Bobocabin Kintamani ,Executive Cabin,"The view from here is spectacular , recommended if you do not want to do any trekking, simple sunrise in the morning really made your day","The view from here is spectacular , recommended if you do not want to do any trekking, simple sunrise in the morning really made your day",Positif,Bobocabin,view spectacular recommend want trek simpl sunris morn realli made day,Positive,0.4215
9,2023-06-06 0:00:00,2023-06-07 0:00:00,2023-06-07 2:33:58,iOS,1.0261685963484676e+16,Bobocabin Baturraden,Executive Cabin,Lingkungannya hebat ,The environment is great,Positif,Bobocabin,environ great,Positive,0.6249
8,2023-06-05 0:00:00,2023-06-06 0:00:00,2023-06-06 17:39:58,Android,1.035168448508068e+16,Bobocabin Madasari Pangandaran,Executive Cabin,Lebih bagus lagi di sediakan dispenser air galon,Better provided gallon water dispensers,Positif,Bobocabin,better provid gallon water dispens,Positive,0.4404
8,2023-05-18 0:00:00,2023-05-19 0:00:00,2023-06-06 16:47:18,Android,1.0211684402135694e+16,Bobobox Alun-Alun Malang,Earth Single,"Kamar lumayan nyaman, musholla nyaman, kamar mandi bersih dan showernya deras dan yang juga tidak kalah penting banyak pilihan penjual makanan disekitar bobobox. Yang membuat kurang nyaman adalah kurang kedap suara (suara gerakan dan obrolan penghuni kamar sebelah terdengar) sehingga berisik/mengganggu. Semoga bisa menjadi lebih baiik 👍","The room is pretty comfortable, the mosque is comfortable, the bathroom is clean and the shower is heavy and no less important is many choices of food sellers around Bobobox. What makes it less comfortable is the lack of soundproof (the sound of movements and chatter of the occupants of the next room) so that it is noisy/disturbing. Hopefully it can be more baiik 👍",Positif,Bobobox,room pretti comfort mosqu comfort bathroom clean shower heavi less import mani choic food seller around bobobox make less comfort lack soundproof sound movement chatter occup next room noisi disturb hope baiik,Positive,0.8115
7,2023-06-03 0:00:00,2023-06-04 0:00:00,2023-06-06 16:20:58,Android,1.0121685725622868e+16,Bobobox Juanda Jakarta,Earth Double,Good enough,Good enough,Positif,Bobobox,good enough,Positive,0.4404
10,2023-06-05 0:00:00,2023-06-06 0:00:00,2023-06-06 15:18:11,Android,1.0071685935020522e+16,Bobobox Alun-Alun Bandung,Sky Double,I like,I like,Positif,Bobobox,like,Positive,0.3612
10,2023-06-01 0:00:00,2023-06-04 0:00:00,2023-06-06 14:24:39,Android,1.0121685593688608e+16,Bobobox Juanda Jakarta,Sky Single,Excellent,Excellent,Positif,Bobobox,excel,Positive,0.4588
10,2023-06-01 0:00:00,2023-06-03 0:00:00,2023-06-06 12:41:27,Android,1.00316855429017e+16,Bobobox Dago,Earth Double,"Yang dago kayanya yg paling baik. Saya liat dari tempat makan saat ada pegawai pria  mau membersihkan kamar mandi perempuan, pegawainya ketuk dulu kamar mandi dari luar. Itu sopan sekali. Tapi, saat giliran saya yang lagi di dalam kamar mandi pria, lagi cuci muka depan wastafel, kenapa pegawai perempuan langsung masuk2 aja. Kalo ternyata ada yg lagi kencing, malu lah","The best dago is the best. I saw from a place to eat when there were male employees who wanted to clean the bathroom of a woman, the employee tapped the bathroom from the outside. That's very polite. But, when it was my turn to be in a men's bathroom, washing the front face of the sink, why did the female employee just go in. If it turns out someone is peeing, shame",Positif,Bobobox,best dago best saw place eat male employe want clean bathroom woman employe tap bathroom outsid polit turn men bathroom wash front face sink femal employe go turn someon pee shame,Positive,0.8519
7,2023-06-04 0:00:00,2023-06-05 0:00:00,2023-06-06 12:30:12,iOS,1.0171684747521332e+16,Bobocabin Ranca Upas,Standard Cabin,lebih baik untuk kamar mandi sharing shower nya yang bisa di gerakan karna agak sulit bawa anak kecil untuk bilas bab/bak nya... semoga kedepan toilet nya ada shower di wc dan di tempat mandi nya,Better for the bathroom sharing shower that can be moved because it is rather difficult to bring a child to rinse the chapter/tub ... hopefully in the future the toilet will be a shower in the toilet and in the bath,Positif,Bobocabin,better bathroom share shower move rather difficult bring child rins chapter tub hope futur toilet shower toilet bath,Positive,0.6705
9,2023-06-05 0:00:00,2023-06-06 0:00:00,2023-06-06 11:38:23,iOS,1.0181685958647604e+16,Bobobox Mega Bekasi,Earth Double,Bersih dan bagus,Clean and good,Positif,Bobobox,clean good,Positive,0.6808
9,2023-06-05 0:00:00,2023-06-06 0:00:00,2023-06-06 11:12:22,Android,1.0071685848851856e+16,Bobobox Alun-Alun Bandung,Sky Single,Cozy,Cozy,Positif,Bobobox,cozi,Neutral,0.0
